Zipcode,White_Pop %,Population
12817,97.93315743,2274
12819,57.81637717,403
12821,41.45454545,2750
12822,95.51612903,6200
12823,221.4285714,238
12824,104.1387025,894
12827,86.30384318,3877
12828,99.9788315,9448
12831,98.02480478,17416
12832,89.62848297,7106
12833,101.7041581,4401
12834,90.79466181,6594
12835,96.31194775,2603
12836,102.6132404,574
12837,133.0221704,857
12838,104.9342105,608
12839,91.48513394,13588
12841,192.2077922,77
12842,60.89193825,1166
12843,80.33333333,600
12844,141.7085427,199
12845,91.86286658,4842
12846,97.8168587,3298
12847,62.47933884,605
12849,77.66233766,385
12850,95.34391534,2835
12851,93.16939891,366
12852,77.52293578,436
12853,98.1920904,1770
12855,93.05019305,259
12856,155.6149733,187
12857,136.3453815,498
12858,172.8813559,59
12859,109.2342342,2220
12860,64.17112299,748
12861,86.37110016,609
12862,0,17
12863,165.1031895,533
12864,36.11111111,36
12865,92.001092,3663
12866,96.55424624,36915
12870,114.3803844,1509
12871,102.8158668,4084
12872,293.5483871,31
12873,117.1195652,736
12874,121.8309859,142
12878,91.09874826,719
12883,94.3880597,5025
12884,119.1358025,486
12885,94.26336375,4602
12886,97.0260223,269
12887,96.15848753,4972
12901,92.24259099,33439
12903,100.4108463,1217
12910,83.19366853,2148
12911,0,36
12912,95.24524525,1998
12913,91.5298185,1157
12914,80.17241379,1044
12916,104.3091335,2135
12917,91.16179615,1403
12918,107.349853,2381
12919,91.6694106,3037
12920,81.77339901,2842
12921,113.9004149,2410
12922,47.69230769,65
12923,87.5,632
12924,37.34177215,158
12926,104.4836957,2208
12927,123.2142857,224
12928,98.76725838,2028
12929,40.85830371,3938
12930,125.3943218,634
12932,93.60841424,1236
12933,329.4117647,17
12934,97.95158287,1074
12935,81.35011442,1748
12936,69.78297162,599
12937,94.46564885,1572
12939,75.6097561,205
12941,96.63865546,1428
12942,98.45201238,646
12943,68.40958606,459
12944,87.94117647,4080
12945,70.37617555,638
12946,85.68827385,5492
12950,68.67599569,929
12952,50,546
12953,77.6521849,15836
12955,96.06299213,381
12956,83.08181096,1259
12957,89.68713789,1726
12958,103.5251426,1929
12959,107.669832,1369
12960,54.00696864,1148
12961,88.33333333,180
12962,89.54355337,5499
12964,36.64596273,161
12965,101.9379845,516
12966,91.32075472,2915
12967,83.0744072,1223
12969,78.48699764,423
12970,78.5046729,963
12972,100.8170962,6364
12973,55.61497326,187
12974,133.3333333,1599
12975,73.20754717,265
12976,85.76923077,260
12977,36.56588705,1753
12978,60.29776675,403
12979,103.6024306,2304
12980,80.44478528,1304
12981,105.9032401,2253
12983,96.59727782,7494
12985,90.1119403,1072
12986,92.30392157,6120
12987,120.39801,201
12989,104.6534653,1010
12992,74.21515278,4778
12993,90.14171288,1623
12996,94.48705657,2086
12997,84.18079096,1239
12998,52.85171103,526
13020,50,150
13021,90.01670632,39506
13024,29.77495672,1733
13026,82.18390805,1914
13027,104.0522173,31637
13028,68.59259259,1350
13029,102.0537347,7109
13030,87.10174717,3892
13031,96.28319722,15551
13032,95.67630962,12790
13033,106.5804274,3556
13034,94.2182001,1989
13035,97.38888244,8617
13036,109.5967742,8680
13037,106.2942565,8897
13039,93.45384045,17537
13040,84.84408992,2758
13041,104.5305932,10705
13042,101.0611205,2356
13044,109.156051,2512
13045,91.35892667,30112
13051,88.23529412,153
13052,96.42644431,1679
13053,90.88733799,5015
13054,94.81668774,1582
13057,84.50506937,14992
13060,106.2366358,2806
13061,77.78846154,1040
13062,21.38728324,173
13063,92.14963119,1898
13064,309.375,64
13066,94.60855529,12390
13068,94.52309985,5368
13069,94.13180378,24931
13071,89.14956012,1023
13072,77.64915405,1123
13073,99.73532617,6423
13074,93.64973262,4488
13076,83.99498537,2393
13077,93.86785449,6735
13078,91.01966349,9866
13080,87.33131369,3631
13081,102.7373824,1169
13082,85.62923424,4871
13083,111.4980652,1809
13084,85.34815151,4409
13087,144.6428571,168
13088,88.21538184,22156
13090,85.64267694,30124
13092,92.13353799,2606
13101,95.25518341,2508
13102,87.05882353,85
13103,68.40490798,326
13104,92.00873643,15567
13108,98.3805668,6175
13110,93.45594525,2338
13111,104.0588235,1700
13112,85.30157121,1973
13113,89.54703833,287
13114,102.6431718,6356
13115,105.8035714,224
13116,85.27625108,3457
13117,152.6595745,188
13118,85.72547791,6382
13120,69.24398625,2328
13122,99.82964225,1174
13123,154.4585987,314
13124,79.83870968,124
13126,89.80513372,37205
13131,82.77278562,3895
13132,82.39868049,4244
13134,157.1428571,119
13135,88.98292277,6617
13136,67.41573034,534
13138,198.3606557,61
13140,100.1559715,4488
13141,85.5704698,596
13142,99.11641606,6451
13143,76.95788375,2873
13144,102.6779882,1531
13145,73.00103842,1926
13146,97.05280393,2443
13147,77.28337237,1281
13148,93.61860465,10750
13152,97.75846871,7941
13153,117.5438596,399
13155,72.09653092,663
13156,87.15,2000
13157,66.76258993,695
13158,92.18328841,1855
13159,100.0771605,5184
13160,109.6694623,2027
13162,64.41558442,385
13163,123.5988201,339
13164,111.5055603,2338
13165,89.74024765,10741
13166,95.88235294,5610
13167,82.01675643,3342
13202,50.03677823,5438
13203,66.48574459,16029
13204,60.9703477,19931
13205,36.61267642,19201
13206,80.04013866,16443
13207,49.47110887,13897
13208,56.16959832,22854
13209,86.97425055,13243
13210,65.65239441,27606
13211,88.13871413,6517
13212,99.76419729,20356
13214,74.86637098,8793
13215,88.19285011,15245
13219,90.81559591,15363
13224,55.69677202,8891
13290,,0
13301,202.0408163,98
13302,90.74534161,1610
13303,124.2844753,1153
13304,100.1187648,1684
13305,69.62457338,293
13308,106.1517241,3625
13309,94.76991,5889
13310,132.6923077,624
13312,100.3021148,331
13313,84.98098859,526
13314,52.37020316,443
13315,101.6208598,1419
13316,93.91640867,6460
13317,98.41437632,3784
13318,97.96226415,1325
13319,70.52826691,1079
13320,104.7571853,2018
13321,58.43660629,1049
13322,81.50557621,1076
13323,96.93544114,11323
13324,101.6751978,2149
13325,110.2771363,866
13326,86.99874123,5561
13327,85.70038911,2056
13328,122.7308603,1267
13329,104.6541527,3889
13331,32.27513228,189
13332,111.504065,2460
13333,56.4516129,62
13334,78.74818049,1374
13335,84.59119497,1590
13337,77.46835443,790
13338,102.6533997,1206
13339,88.38784037,6941
13340,94.55210238,8205
13341,163.7254902,102
13342,138.7878788,165
13343,94.81302774,1658
13345,76.83615819,177
13346,82.2420193,6735
13348,93.19264806,1469
13350,92.09353017,10093
13352,15.38461538,65
13353,18.60465116,86
13354,112.7767804,3342
13355,159.1160221,905
13357,92.59192502,11096
13360,40.24024024,333
13361,102.6699029,824
13362,215,60
13363,98.31533477,2315
13364,91.35802469,243
13365,94.02649899,8906
13367,97.41789354,8830
13368,105.1878354,1118
13402,92.89439374,1534
13403,88.4156267,7372
13404,55.08474576,236
13406,118.7586207,725
13407,85.25582248,5453
13408,72.87383178,4280
13409,91.74389217,2374
13410,144.3983402,241
13411,93.96446078,3264
13413,90.93895259,16135
13415,29.87012987,77
13416,91.23734038,2271
13417,89.83358548,3305
13418,99.60784314,255
13420,81.67456556,1266
13421,90.69734513,14125
13424,76.69724771,2725
13425,104.7715736,1970
13428,98.77675841,1635
13431,90.57515708,2069
13433,90.21978022,1820
13435,100.6993007,286
13436,38.88888889,108
13437,70.86956522,460
13438,76.88044339,3789
13439,93.72151899,3950
13440,87.99841809,42986
13441,223.5294118,51
13450,81.73076923,104
13452,98.16375027,4629
13454,95.27845036,826
13456,90.6820365,4164
13459,103.420342,2222
13460,91.69112667,4429
13461,94.06422316,3083
13464,114.0454163,1189
13468,105.9866962,451
13469,146.162928,847
13470,88.13793103,725
13471,85.11299435,3540
13472,25.48387097,310
13473,112.6631854,766
13475,46.42857143,28
13476,114.2480211,3032
13477,70.8677686,1452
13478,104.800519,3083
13480,90.57191393,3532
13483,121.484375,256
13484,98.86363636,176
13485,107.5971731,1132
13486,86.01226994,815
13488,105.1020408,98
13489,76.29179331,658
13490,114.3277002,1361
13491,90.55204614,3641
13492,89.28078648,11596
13493,111.1111111,2070
13494,75.47770701,314
13495,92.44402985,2144
13501,61.30337778,38546
13502,78.23916769,33257
13601,85.72252214,38158
13602,71.94022159,3881
13603,70.53278689,9760
13605,107.3477078,4777
13606,90.27982327,2716
13607,76.67398463,1822
13608,98.48749273,1719
13612,73.84291725,2852
13613,97.06529714,2726
13614,99.43977591,357
13615,70.25963808,1271
13616,80.4787234,1880
13617,93.71625808,11299
13618,86.49912332,1711
13619,89.67984589,10901
13620,112.6536186,2197
13621,75.84615385,650
13622,85.11513158,2432
13623,26.53061224,49
13624,85.65145684,5457
13625,78.21199143,1868
13626,98.98544332,2267
13628,95.90909091,220
13630,97.24590164,1525
13633,72.17391304,345
13634,92.34437751,3984
13635,100.8241758,1092
13636,81.91489362,282
13637,67.46826987,4491
13638,106.0846561,378
13639,70.37037037,243
13640,100.3690037,271
13641,41.75824176,91
13642,91.2371134,10088
13643,157.8947368,19
13646,84.03437359,2211
13647,126.0869565,69
13648,84.40594059,2424
13650,110.5679367,1391
13651,88.18897638,127
13652,84.07713499,1815
13654,105.2824055,2461
13655,16.0022779,3512
13656,94.8968892,2861
13658,101.7394994,2357
13659,64.41821248,593
13660,85.93336859,1891
13661,97.26609964,1646
13662,95.0910626,16582
13664,80.95238095,399
13665,69.3877551,882
13666,89.84962406,266
13667,86.67085822,3181
13668,93.63172124,3329
13669,86.9012886,16452
13670,109.3023256,430
13672,70.7641196,602
13673,94.84215207,2249
13674,151.5873016,126
13675,156.25,160
13676,91.7517722,16646
13677,6.451612903,93
13678,156.3981043,211
13679,90.9875877,1853
13680,131.511254,1244
13681,127.3132664,897
13682,73.43215507,877
13684,73.47480106,1131
13685,97.13908451,2272
13687,94.57202505,479
13690,65.36643026,846
13691,93.29345088,3176
13692,574.0740741,27
13693,81.11332008,503
13694,87.65759788,1507
13695,113.4328358,134
13696,100,87
13697,76.15081105,2281
13730,92.58467023,2805
13731,80.63683305,1162
13732,90.12633386,8153
13733,96.64493865,5216
13734,79.79886314,2287
13736,89.13601369,2338
13739,80.48268625,953
13740,78.88086643,554
13743,95.27062533,3806
13744,114.7757256,1137
13746,60.85072863,2539
13748,93.63157895,3800
13750,67.12454212,1092
13751,100,189
13752,113.1713555,782
13753,85.22571819,5848
13754,84.9244713,3310
13755,79.39739414,1228
13756,70.30995106,613
13757,133.5885167,1045
13760,87.24923188,44264
13774,98.50746269,201
13775,108.5223789,1631
13776,96.2962963,513
13777,59.55983494,727
13778,90.61869536,5948
13780,66.88995215,1045
13782,98.01324503,755
13783,94.90636704,2670
13784,125,172
13786,100,464
13787,82.17139708,3629
13788,89.10191726,991
13790,79.69011725,19104
13794,71.42857143,105
13795,69.60526316,3800
13796,84.22330097,1236
13797,99.42222222,2250
13801,101.0729614,1398
13802,131.6155989,718
13803,101.7861635,3975
13804,84.91048593,391
13806,100.9756098,205
13807,98.16513761,1199
13808,84.92377188,1771
13809,116.0843771,1517
13810,117.232376,1149
13811,87.66651355,4354
13812,95.2725724,2348
13813,140.0204708,977
13815,88.52775198,13999
13820,90.32286796,22455
13825,82.85880302,3442
13826,0,58
13827,95.48430989,11759
13830,98.82982943,5042
13832,78.70239774,709
13833,90.52878966,4255
13834,216.1016949,118
13835,86.36664461,1511
13838,82.08210479,4409
13839,88.68327402,1405
13841,104.3478261,529
13842,73.52517986,695
13843,117.4258475,1888
13844,91.71270718,724
13845,177.1084337,83
13846,152.4590164,305
13847,86.56716418,67
13849,95.07800483,4551
13850,84.98909289,22004
13856,89.32686477,6596
13859,54.3956044,182
13860,23.40425532,94
13861,87.73148148,432
13862,96.03724039,4189
13863,91.13372093,688
13864,89.55613577,1149
13865,96.54685293,6371
13901,85.33353563,19773
13902,80.81593006,6177
13903,83.12636572,18763
13904,87.07589519,9579
13905,76.2220795,28026
14001,96.42857143,9464
14004,87.05919395,12704
14005,112.9405841,1986
14006,97.31182796,9858
14008,95.91002045,1467
14009,97.74330042,5672
14011,74.77092242,9822
14012,93.05673158,2362
14013,75.49971445,1751
14020,87.56543379,23306
14024,81.04265403,1688
14025,120.3027312,3039
14026,84.27299703,674
14028,97.80564263,1595
14030,103.3204206,1807
14031,105.7069847,9392
14032,124.3584929,7989
14033,59.30599369,2219
14034,64.73377097,2742
14035,101.6,125
14036,105.095174,5201
14037,76.9296741,1166
14039,56.43564356,101
14040,77.53721245,2217
14041,75.94936709,237
14042,107.558579,3969
14043,97.03742624,24742
14047,98.88198758,6440
14048,81.95992569,15072
14051,83.571392,19533
14052,100.582838,17329
14054,102.5297619,1344
14055,95.16014235,1405
14057,98.52143913,8116
14058,87.87746171,2285
14059,111.9780589,8933
14060,107.9006772,443
14061,94.26934097,349
14062,98.01742265,3329
14063,84.48554136,14870
14065,89.02953586,1896
14066,89.60546282,1318
14067,91.68650794,5040
14068,82.40559441,7150
14069,74.76303318,844
14070,80.42186572,6732
14072,99.16560322,20374
14075,100.2050695,41937
14080,98.33718245,4330
14081,61.7447496,3095
14082,115.7276995,426
14085,101.8495852,7353
14086,99.94347976,31847
14091,90.26876738,1079
14092,92.25148836,11086
14094,89.2018316,50666
14098,99.42528736,2958
14101,89.4488189,1905
14102,104.1373927,1281
14103,84.43172673,11183
14105,101.4454665,4566
14108,86.43318599,5882
14109,79.49865712,1117
14111,91.40811456,3352
14112,138.8235294,85
14113,69.41678521,703
14120,94.63192905,45100
14125,90.37546272,3782
14126,112.414966,588
14127,95.61096092,29961
14129,81.26964173,1591
14130,86.03773585,265
14131,93.20461859,5283
14132,86.74815053,6218
14134,95.19230769,104
14135,79.83193277,119
14136,89.48937016,5033
14138,81.21902874,2018
14139,94.49411765,2125
14141,96.27329193,7728
14143,71.66392092,1214
14145,83.86897404,1618
14150,92.46568769,41676
14167,99.21828022,1663
14168,80.55555556,36
14169,65.56291391,151
14170,102.79965,2286
14171,95.37794896,2077
14172,85.8125,3200
14173,41.91919192,396
14174,98.42940973,5794
14201,54.61944757,11549
14202,59.29429813,3911
14203,46.16810878,1618
14204,21.17132666,8691
14206,76.42523252,20751
14207,59.50662364,23552
14208,14.20224719,11125
14209,50.05046682,7926
14210,83.61235879,14694
14211,18.54407147,22611
14212,48.51047834,10641
14213,47.72123442,24465
14214,54.46776233,19775
14215,21.4080352,39999
14216,74.93647185,22431
14217,89.79982964,23480
14218,82.99280424,19039
14219,95.90846047,11536
14220,85.21897057,24227
14221,88.57996452,53555
14222,82.67122312,14046
14223,88.04323847,22665
14224,100.0350974,39889
14225,81.11726823,33385
14226,83.22684252,29267
14227,79.51848374,23426
14228,83.95742437,20857
14261,56.78277612,5713
14301,65.17125692,12817
14302,97.19626168,107
14303,68.7844842,5981
14304,87.87061108,30389
14305,67.34524796,16898
14411,82.29245739,14491
14414,92.39708765,7142
14415,93.93939394,132
14416,93.00497773,3817
14418,70.33962264,1325
14420,92.64669957,20467
14422,82.41491086,2468
14423,85.47614086,4799
14424,100.3591661,27007
14425,106.2424186,10717
14427,96.07942974,1964
14428,88.58695652,8096
14432,91.66957737,5726
14433,82.50162022,4629
14435,78.27269636,2941
14437,87.37625931,11415
14441,90.15384615,325
14445,85.89599701,8019
14450,97.32629428,41104
14454,93.17258196,11073
14456,84.43271768,20087
14462,109.6183206,655
14464,97.31525784,7524
14466,86.56195462,1719
14467,91.29049973,9105
14468,97.35024982,17813
14469,89.59807074,6220
14470,87.7744511,8016
14471,82.82185629,2672
14472,106.9318446,8598
14475,115.3846154,234
14476,98.12062937,2288
14477,81.4665127,1732
14478,88.46394984,1595
14479,50.90909091,275
14480,104.9219688,833
14481,102.5274725,1820
14482,97.52265861,8275
14485,89.92266229,4267
14486,150,308
14487,96.66390041,6025
14489,89.30756396,7192
14502,93.9014124,10691
14504,91.76954733,1701
14505,95.67958465,5393
14506,70.18867925,1325
14507,62.62028127,1351
14510,85.61797753,4895
14511,77.86720322,497
14512,94.45032832,4721
14513,90.5409273,13976
14514,88.32368133,6389
14516,92.17758985,2365
14517,97.25979882,2883
14519,98.29030308,11581
14521,96.55921767,2761
14522,98.32723471,9565
14525,85.20069808,2865
14526,89.72429812,19804
14527,97.48049922,12820
14529,17.91044776,67
14530,88.16143498,5575
14532,89.75400587,4431
14533,108.4,2000
14534,89.79825622,31426
14536,86.31732169,687
14537,77.29468599,207
14539,24.79338843,242
14541,82.87720998,4129
14542,82.4742268,97
14543,94.5748731,3152
14544,108.1865778,2101
14545,118.4971098,173
14546,93.12034079,4695
14548,93.19839962,4249
14549,71.42857143,91
14550,79.05009759,1537
14551,86.62183684,5651
14555,100.9240246,974
14559,100.5538018,18057
14560,106.7005545,2164
14561,91.2184057,3086
14564,99.93787534,14487
14568,98.4457672,6048
14569,91.64385767,6211
14571,100.6802721,1176
14572,96.41802795,5081
14580,98.98788226,50587
14585,41.66666667,120
14586,80.87948518,10256
14588,24.56608812,749
14589,90.80723198,7854
14590,94.52809401,5446
14591,83.12356979,1748
14592,43.63636364,110
14604,108.8353414,1743
14605,30.32513878,12610
14606,67.71544859,28255
14607,87.41293226,16223
14608,33.23280078,12268
14609,53.21228066,42571
14610,83.36260802,14233
14611,34.36997011,17396
14612,87.89511806,34515
14613,37.89545146,14730
14614,39.29738562,1224
14615,68.04149326,16099
14616,80.03434499,28534
14617,89.32379657,22789
14618,87.27748691,22920
14619,25.90006102,14749
14620,70.70920011,25141
14621,43.40571564,33802
14622,91.69970268,12108
14623,66.71328157,27173
14624,88.32653736,36296
14625,92.81794551,10387
14626,88.31263939,30041
14627,71.42241379,2320
14701,89.74220476,40730
14706,92.07048458,6356
14707,37.65690377,239
14708,128.4153005,183
14709,90.81433225,1535
14710,90.56497175,3540
14711,104.3601359,1766
14712,91.05326152,3342
14714,124.0246407,487
14715,92.57371678,2747
14716,65.68943299,3104
14717,60.53459119,636
14718,75.72815534,2163
14719,91.42121819,3497
14720,105.1851852,675
14721,69.56521739,230
14722,114.379085,153
14723,84.47876448,1295
14724,105.7086614,2540
14726,91.60482375,2156
14727,98.03669725,5450
14728,102.4248303,1031
14729,104.1139241,948
14731,80.90101523,1576
14732,85.30805687,211
14733,93.47769371,3833
14735,104.6892039,2751
14736,66.66666667,282
14737,98.84760113,4252
14738,90.30402629,3651
14739,82.84533241,2903
14740,71.83787561,1431
14741,95.19487453,1873
14742,74.84076433,314
14743,101.4021312,1783
14744,91.30850048,2094
14747,87.1559633,2289
14748,51.60857909,746
14750,95.2779033,4426
14752,200.591716,169
14753,99.14236707,1166
14754,79.91004498,667
14755,100.7201646,2916
14756,25.45454545,110
14757,91.28190422,3487
14760,88.4207723,18775
14767,106.4176245,2088
14769,107.9434168,919
14770,92.30509619,2963
14772,91.60987074,4255
14774,90.72847682,151
14775,97.71383524,2537
14777,98.50074963,667
14778,74.94838266,1453
14779,70.75879977,6932
14781,78.74157303,2225
14782,92.71137026,2401
14783,41.875,320
14784,90.803485,1033
14787,89.76762351,5121
14788,15.33742331,163
14801,94.39269406,5475
14802,81.40266022,4135
14803,64.65076661,1174
14804,114.5368492,1479
14805,86.63636364,1100
14806,90.56853239,2269
14807,97.49674902,3076
14808,86.29441624,591
14809,101.1363636,2552
14810,88.38620913,12356
14812,90.68430132,3478
14813,84.8015873,2520
14814,93.83738995,1931
14815,81.60676533,946
14816,96.53846154,520
14817,92.18487395,2380
14818,115.243553,1745
14819,93.86084584,733
14820,102.4234694,784
14821,93.21062161,3314
14822,79.64071856,1169
14823,87.77304209,3754
14824,94.10029499,678
14825,84.65723613,919
14826,101.398917,2216
14827,76.43979058,191
14830,91.9697733,19850
14836,92.26957384,1009
14837,103.0630312,5648
14838,102.9141104,1956
14839,111.0970996,793
14840,87.38974191,3061
14841,72.67759563,915
14842,118.4434968,938
14843,91.58169133,13043
14845,92.04517675,20453
14846,121.2121212,792
14847,97.08090075,2398
14850,78.71677676,63886
14853,70.01814882,2755
14854,37.83783784,37
14855,79.07949791,956
14856,127.9069767,215
14858,76.15769712,1598
14859,104.5675413,1029
14860,106.5447546,1039
14861,82.12250712,1404
14864,71.07880643,1307
14865,103.8358266,2607
14867,95.95977734,5569
14869,92.59796807,1378
14870,94.71540576,9821
14871,88.96627566,5456
14872,90.41322314,605
14873,90.80882353,2448
14874,103.2,250
14877,144.8877805,401
14878,67.86171575,781
14879,92.45204337,2398
14880,108.4532374,1668
14881,78.64583333,192
14882,100.7841087,3826
14883,108.5589942,4136
14884,104.029304,273
14885,84.76517755,873
14886,93.88419961,6753
14889,98.30188679,1590
14891,103.8804531,4149
14892,91.85492734,8189
14893,0,6
14894,71.80192572,1454
14895,91.77412646,9616
14897,78.7755102,980
14898,102.1914648,1734
14901,77.26457935,16736
14903,89.83745209,7567
14904,82.53734096,16269
14905,87.02315325,9070
